GRB	Time [UT]	BAT RA (J2000)	BAT Dec (J2000)	BAT T90 [sec]	BAT Fluence (15-150 keV) [10^-7 erg/cm^2]	Other Observatory Detections	Redshift	Host Galaxy
180812A	08:22:30	245.839	74.674	16.51	8.0	BOOTES-5/JGT (60cm), COATLI (50cm), Fermi (GBM)
180809B	20:28:48	299.712	-15.293	233.2	730	MASTER-SAAO, MPG (2.2m), LCO Sutherland (1m), MASTER-Tavrida, MASTER-IAC, CALET (CGBM), CrAO (2.6m), Konus-Wind, La Silla (NTT)
180805B	13:02:36	25.877	-17.475	122.5	9.6	Fermi (GBM)
180805A	09:04:49	167.575	-45.327	1.68	1.1
180728A	17:29:00	253.574	-54.037	8.68	296	MASTER-SAAO, Fermi (GBM), VLT, Konus-Wind, Astrosat (CZTI)	0.117 (VLT: absorption)
180727A	14:15:28	346.639	-63.066	1.1	2.7	Fermi (GBM)
180721A	11:06:48	347.708	4.871	47.6	5.9
180720C	22:23:57	265.655	-26.634	124.2	24	Fermi (GBM)
180720B	14:21:44	0.528	-2.925	n/a	860	Kanata (1.5m), LCO (2m), Zeiss-1000 (TSHAO), Fermi (LAT & GBM), MITSuME (50cm), OSN (T90), LCO (0.4m), MAXI/GSC, VLT, Murikabushi (1m), Konus-Wind, COATLI (50cm), ORI-22 (22 cm), REM (60cm), MASTER, Astronomical Institute Ondrejov (D50), KAIT, AMI-LA @ 15.5 GHz, OAJ (0.8m), NuSTAR, CALET (GBM), GMRT @ 1.4 GHz	0.654 (VLT: absorption)
180718A	01:57:45	336.019	2.790	0.08	n/a	Fermi (GBM)
180715A	18:07:05	235.085	-0.899	0.68	1.3	Fermi (GBM), CALET, Astrosat (CZTI)
180709A	10:52:00	38.086	60.333	215.1	14
180706A	08:24:40	181.687	66.044	42.7	24	COATLI (50cm), Fermi (GBM), Zeiss-1000, OSN (T150)
180705A	15:41:14	212.605	-11.640	123.2	20
180704A	05:36:42	32.605	69.965	19.7	62	Astrosat (CZTI), Konus-Wind
180630A	11:11:51	48.885	-87.476	18.85	18	Fermi (GBM)
180626A	08:21:16	243.569	14.759	30.07	48	INTEGRAL, LCO (2m), HJT (1.5m), COATLI (50cm), HJT (1.5m), Konus-Wind
180624A	13:49:40	318.096	-2.356	486.4	58	LCO (1m), MPG (2.2m), LBT, HJT (1.5m), NOT (2.5m)	2.855 (LBT: absorption)
180623A	16:41:56	214.528	-60.268	114.9	120	Konus-Wind
180620B	15:50:37	357.514	-57.954	198.8	100	Fermi (GBM), MPG (2.2m), VLT, Konus-Wind, Astrosat	1.1175 (VLT: absorption)
180620A	08:34:58	279.890	23.239	23.16	58	HJT (1.5m), ISON-NM, MASTER-OAFA, LCO (1m), COATLI (50cm), Xinglong (2.16m), KAIT (0.76m), MPG (2.2m), Konus-Wind, Astrosat
180618A	00:43:13	169.948	73.825	47.4	6.7	Liverpool (2m), Fermi (GBM), MASTER II, Astrosat
180614A	19:16:13	3.073	46.969	7.04	2.1	CrAO/ZTSH (2.6m)
180613A	15:36:18	211.545	-43.082	50.8	n/a	VLT, LCO (1m)
180602A	08:14:50	142.343	32.080	45.4	16
180514A	13:25:33	197.382	36.970	46.9	10
180512A	22:01:47	201.940	21.404	24.0	4.2
180510B	20:15:42	77.965	-62.320	134.3	21	MPG (2.2m), VLT	1.305 (VLT: absorption)
180510A	19:24:34	276.335	-31.917	40.4	62	Konus-Wind
180504A	19:46:13	331.144	-14.665	88.3	22	NOT, La Silla (NTT)
180425A	06:46:21	64.450	-32.949	11.2	11
180418A	06:44:06	170.132	24.925	2.29	3.2	KAIT (0.76m), Faulkes North (2m), HJT (1.5m), Fermi (GBM), Gemini-North (8m), NOT (2.5m), MPG (2.2m), DOT (3.6m), McDonald Observatory (2.1m), Murikabushi (1m), TAROT (25cm)
180411A	12:27:43	356.840	66.790	77.5	120	Fermi (GBM), Konus-Wind, CALET (GBM)
