trigger_name,name          ,lii     ,bii     ,trigger_type
bn151219567 ,GRB151219567  , 91.4388,-46.1343,GRB         
bn130624093 ,GRB130624093  , 76.4165,-38.2625,GRB         
bn110601681 ,GRB110601681  , 56.9378,-18.4636,GRB         
bn090428552 ,GRB090428552  ,104.5027,-49.6378,GRB         
bn160113398 ,GRB160113398  ,283.2145, 73.5384,GRB         
bn180205184 ,GRB180205184  ,213.1474, 26.4471,GRB         
bn100202802 ,TGF100202802  , 29.0487, 33.4139,TGF         
bn170822816 ,SFLARE17082281,226.6961, 48.4690,SFLARE      
bn180406827 ,TRANSNT1804068, 44.0856,  3.7176,TRANSNT     
bn141230834 ,GRB141230834  ,266.0832, 71.1853,GRB         
bn100313509 ,GRB100313509  ,280.0987, 73.4303,GRB         
bn150822891 ,SFLARE15082289,226.2491, 48.2054,SFLARE      
bn140430303 ,UNCERT14043030, 68.1311,-31.1336,UNCERT      
bn150421435 ,SFLARE15042143,146.5332,-48.1995,SFLARE      
bn150421494 ,SFLARE15042149,146.5976,-48.1610,SFLARE      
bn110531448 ,GRB110531448  ,294.2625, 74.5633,GRB         
bn140822266 ,SFLARE14082226,225.8525, 47.9674,SFLARE      
bn130318876 ,TGF130318876  ,100.5032,-48.3731,TGF         
bn171022885 ,GRB171022885  ,  3.8284, 62.6730,GRB         
bn091201089 ,GRB091201089  ,145.2824,-48.3142,GRB         
bn180523610 ,TGF180523610  ,108.5202,-49.8452,TGF         
bn150422095 ,SFLARE15042209,147.2476,-47.7685,SFLARE      
bn140112060 ,GRB140112060  ,116.1048,-50.6473,GRB         
bn130421669 ,SFLARE13042166,147.3401,-47.7117,SFLARE      
bn140821792 ,SFLARE14082179,225.3496, 47.6610,SFLARE      
bn150417778 ,DISTPAR1504177, 32.3446, 28.3395,DISTPAR     
bn130421776 ,SFLARE13042177,147.4544,-47.6413,SFLARE      
bn170110967 ,GRB170110967  ,170.0751,-37.0208,GRB         
bn170305256 ,GRB170305256  ,158.8363,-43.4714,GRB         
bn140719892 ,TGF140719892  , 35.6164, 22.0219,TGF         
bn091005679 ,GRB091005679  ,163.6963,-40.9724,GRB         
bn110422577 ,SFLARE11042257,147.7885,-47.4339,SFLARE      
bn130219626 ,GRB130219626  ,356.2795, 66.9588,GRB         
bn101003735 ,TGF101003735  , 37.4510, 18.5988,TGF         
bn130422435 ,SFL130422435  ,148.1530,-47.2050,SFLARE      
bn150210935 ,GRB150210935  ,206.2189, 14.3844,GRB         
bn180620354 ,GRB180620354  ,221.0815, 42.4121,GRB         
bn150707234 ,UNCERT15070723, 30.3249, 33.0077,UNCERT      
bn150108121 ,LOCLPAR1501081,211.7852, 25.9071,LOCLPAR     
bn130607586 ,TGF130607586  , 30.1072, 33.5689,TGF         
bn141008188 ,TGF141008188  ,  5.1717, 62.7796,TGF         
bn100701793 ,TGF100701793  ,192.5718,-11.0898,TGF         
bn161201175 ,LOCLPAR1612011,237.1672, 60.4137,LOCLPAR     
bn130606316 ,GRB130606316  , 79.2328,-38.7598,GRB         
bn120422871 ,SFLARE12042287,148.8740,-46.7425,SFLARE      
bn130820061 ,SFLARE13082006,223.8218, 46.6930,SFLARE      
bn130423181 ,SFL130423181  ,148.9288,-46.7069,SFLARE      
bn161009651 ,GRB161009651  ,205.6043, 13.5644,GRB         
bn180404848 ,GRB180404848  ,201.1888,  4.6446,GRB         
bn170120471 ,GRB170120471  , 35.5080, 23.3754,GRB         
bn130423487 ,SFLARE13042348,149.2432,-46.5008,SFLARE      
bn100716443 ,TGF100716443  ,200.5212,  3.4942,TGF         
bn130423563 ,SFL130423563  ,149.3209,-46.4496,SFLARE      
bn120608777 ,GRB120608777  , 59.4481,-19.8571,GRB         
bn180610903 ,TGF180610903  , 78.4602,-38.0560,TGF         
bn130423629 ,SFLARE13042362,149.3882,-46.4050,SFLARE      
bn130423636 ,SFLARE13042363,149.3958,-46.4000,SFLARE      
bn100327513 ,TGF100327513  ,213.8478, 30.6374,TGF         
bn130423885 ,SFLARE13042388,149.6479,-46.2321,SFLARE      
bn120818972 ,SFLARE12081897,222.9829, 46.1372,SFLARE      
bn130423976 ,SFLARE13042397,149.7403,-46.1702,SFLARE      
bn130424014 ,SFLARE13042401,149.7790,-46.1441,SFLARE      
bn180410336 ,GRB180410336  ,198.4083, -0.1827,GRB         
bn141004973 ,GRB141004973  ,188.7474,-16.3017,GRB         
bn120818567 ,SFLARE12081856,222.5823, 45.8660,SFLARE      
bn180721642 ,GRB180721642  , 21.7390, 48.0431,GRB         
bn120818440 ,SFLARE12081844,222.4564, 45.7795,SFLARE      
bn170719183 ,UNCERT17071918,347.5249, 70.9894,UNCERT      
bn100713980 ,GRB100713980  ,191.4770,-11.8505,GRB         
bn120609580 ,GRB120609580  ,182.8940,-23.6710,GRB         
bn160125368 ,GRB160125368  ,188.6030,-16.1743,GRB         
bn140425014 ,SFLARE14042501,150.5218,-45.6376,SFLARE      
bn120818041 ,SFLARE12081804,222.0660, 45.5096,SFLARE      
bn100905907 ,GRB100905907  , 35.9366, 23.7450,GRB         
bn180402397 ,TRANSNT1804023, 42.3495, 10.5112,TRANSNT     
bn171230048 ,GRB171230048  , 28.5487, 37.9072,GRB         
bn150425524 ,SFL150425524  ,150.7726,-45.4636,SFLARE      
bn100206563 ,GRB100206563  ,166.8755,-37.7414,GRB         
bn100226338 ,TGF100226338  ,114.1379,-49.3033,TGF         
bn120817717 ,SFLARE12081771,221.7529, 45.2908,SFLARE      
bn180222239 ,GRB180222239  ,173.7008,-32.5860,GRB         
bn130425353 ,SFLARE13042535,151.1076,-45.2280,SFLARE      
bn091123081 ,GRB091123081  , 78.4463,-37.1358,GRB         
bn130215063 ,GRB130215063  ,163.0757,-39.7686,GRB         
bn130425946 ,SFLARE13042594,151.6819,-44.8177,SFLARE      
bn090806766 ,LOCLPAR0908067, 42.2032, 11.6153,LOCLPAR     
bn180113011 ,GRB180113011  , 96.3149,-45.4693,GRB         
bn110412315 ,GRB110412315  ,214.1563, 33.1952,GRB         
bn150901924 ,GRB150901924  ,128.1160,-49.2116,GRB         
bn140821997 ,GRB140821997  ,248.0756, 68.2740,GRB         
bn140406144 ,GRB140406144  ,184.1975,-21.1888,GRB         
bn130426351 ,SFLARE13042635,152.0695,-44.5359,SFLARE      
bn140517813 ,GRB140517813  ,211.4858, 28.1067,GRB         
bn161012416 ,GRB161012416  ,104.6562,-47.4969,GRB         
bn150122819 ,TGF150122819  ,181.5230,-24.3204,TGF         
bn130426502 ,SFLARE13042650,152.2127,-44.4308,SFLARE      
bn120512112 ,GRB120512112  , 68.4785,-28.6218,GRB         
bn121115186 ,LOCLPAR1211151, 54.1113,-10.1109,LOCLPAR     
bn160216801 ,GRB160216801  ,212.1085, 29.6717,GRB         
bn170501467 ,GRB170501467  ,198.0912,  1.1433,GRB         
bn100612545 ,GRB100612545  ,179.7094,-26.0791,GRB         
bn170816121 ,UNCERT17081612,219.9798, 43.9989,UNCERT      
bn090530760 ,GRB090530760  ,185.8548,-18.5980,GRB         
bn170121133 ,GRB170121133  , 26.9229, 42.4047,GRB         
bn140414693 ,GRB140414693  ,164.9241,-38.1227,GRB         
bn140125110 ,UNCERT14012511,176.7273,-28.9663,UNCERT      
bn180530478 ,TGF180530478  ,189.7267,-12.8163,TGF         
bn150327463 ,TGF150327463  , 36.5007, 24.7714,TGF         
bn130912358 ,GRB130912358  ,166.6135,-36.8293,GRB         
bn150623322 ,LOCLPAR1506233,132.1744,-48.4185,LOCLPAR     
bn121104627 ,GRB121104627  ,184.9812,-19.2717,GRB         
bn121102064 ,GRB121102064  , 35.1384, 27.8695,GRB         
bn161214722 ,GRB161214722  ,108.7157,-47.6646,GRB         
bn140924695 ,TGF140924695  ,341.2654, 73.9175,TGF         
bn081009690 ,GRB081009690  ,180.0535,-24.9866,GRB         
bn130814704 ,SFL130814704  ,218.7152, 43.0257,SFLARE      
bn090925389 ,GRB090925389  , 75.0760,-33.4849,GRB         
bn130428663 ,SFLARE13042866,154.2104,-42.9042,SFLARE      
bn170722525 ,GRB170722525  ,168.6198,-35.0713,GRB         
bn151128116 ,TGF151128116  , 88.7631,-41.5658,TGF         
bn090626707 ,GRB090626707  ,214.5158, 36.1865,GRB         
bn100116897 ,GRB100116897  , 56.3613,-12.1987,GRB         
bn150716552 ,GRB150716552  , 47.5134,  3.2699,GRB         
bn180422100 ,TRANSNT1804221, 48.5141,  1.3592,TRANSNT     
bn111228453 ,GRB111228453  , 73.1151,-31.6251,GRB         
bn170206453 ,GRB170206453  ,  2.6766, 67.5363,GRB         
bn180411588 ,TRANSNT1804115, 42.5468, 13.4145,TRANSNT     
bn170403583 ,GRB170403583  , 39.2569, 20.4065,GRB         
bn121012724 ,GRB121012724  ,151.0067,-43.7630,GRB         
bn170530581 ,GRB170530581  ,205.9723, 19.1902,GRB         
bn140828288 ,GRB140828288  ,217.0797, 41.1976,GRB         
bn130216927 ,GRB130216927  ,181.8383,-22.2010,GRB         
bn081204428 ,UNCERT08120442,174.7253,-29.5684,UNCERT      
bn150605782 ,GRB150605782  ,  9.9072, 63.6305,GRB         
bn100621529 ,GRB100621529  ,229.0250, 57.7630,GRB         
bn141218176 ,UNCERT14121817,121.2277,-48.1229,UNCERT      
bn170128189 ,UNCERT17012818,  4.1238, 67.2158,UNCERT      
bn130812443 ,SFLARE13081244,216.7461, 41.4163,SFLARE      
bn140430985 ,SFLARE14043098,156.0267,-41.4158,SFLARE      
bn160711968 ,GRB160711968  ,126.1315,-47.8766,GRB         
bn100501067 ,SFLARE10050106,156.1183,-41.3376,SFLARE      
bn130720116 ,GRB130720116  , 29.1429, 41.5327,GRB         
bn121023222 ,TGF121023222  , 42.0067, 15.7823,TGF         
bn100225249 ,GRB100225249  , 95.7888,-43.5833,GRB         
bn081102844 ,SFL081102844  ,  4.7655, 67.4311,SFL         
bn130811893 ,SFL130811893  ,216.2830, 41.0211,SFLARE      
bn140122597 ,GRB140122597  ,173.0483,-30.4963,GRB         
bn100905109 ,TGF100905109  , 60.9549,-17.6190,TGF         
bn180612785 ,GRB180612785  ,126.7486,-47.6829,GRB         
bn120501194 ,SFLARE12050119,156.6403,-40.8901,SFLARE      
bn110501973 ,SFLARE11050197,156.6702,-40.8641,SFLARE      
bn161001804 ,LOCLPAR1610018,195.2120, -0.8067,LOCLPAR     
bn140729026 ,GRB140729026  ,308.0716, 78.1782,GRB         
bn130502210 ,SFLARE13050221,157.2765,-40.3329,SFLARE      
bn110825102 ,GRB110825102  ,162.9486,-37.3150,GRB         
bn161207863 ,TGF161207863  , 58.7965,-14.0192,TGF         
bn101015558 ,GRB101015558  ,184.4099,-17.6644,GRB         
bn090915650 ,GRB090915650  , 26.9011, 46.5959,GRB         
bn160131174 ,GRB160131174  ,203.3516, 15.8562,GRB         
bn180519511 ,UNCERT18051951, 33.5932, 34.6646,UNCERT      
bn100111176 ,GRB100111176  , 31.5800, 38.6039,GRB         
bn100228544 ,GRB100228544  ,333.7061, 76.7955,GRB         
bn110307972 ,GRB110307972  ,304.1914, 78.5092,GRB         
bn090617208 ,GRB090617208  ,187.4969,-13.0116,GRB         
bn110218834 ,TGF110218834  , 23.3531, 52.2336,TGF         
bn150608515 ,LOCLPAR1506085,240.1446, 67.9590,LOCLPAR     
bn110801661 ,TGF110801661  , 49.8830,  1.4073,TGF         
bn180416348 ,TRANSNT1804163, 51.0492, -0.7350,TRANSNT     
bn160406023 ,GRB160406023  , 21.5998, 54.6784,GRB         
bn161207813 ,GRB161207813  ,174.6131,-28.1780,GRB         
bn170228773 ,GRB170228773  , 99.9708,-44.1036,GRB         
bn120306292 ,UNCERT12030629,200.5571, 10.5886,UNCERT      
bn130116415 ,GRB130116415  ,155.8155,-40.5511,GRB         
bn130702004 ,GRB130702004  , 11.3570, 64.6363,GRB         
bn150504181 ,SFLARE15050418,158.4680,-39.2544,SFLARE      
bn130503698 ,SFL130503698  ,158.4920,-39.2320,SFLARE      
bn100413732 ,GRB100413732  , 40.1799, 21.6887,GRB         
bn160809028 ,SFLARE16080902,214.1381, 39.0998,SFLARE      
bn100811108 ,GRB100811108  , 88.3852,-39.6618,GRB         
bn110227229 ,GRB110227229  ,139.9904,-45.3351,GRB         
bn180728882 ,GRB180728882  , 16.5240, 60.7058,GRB         
bn110809346 ,SFLARE11080934,213.8216, 38.8047,SFLARE      
bn110809334 ,SFLARE11080933,213.8125, 38.7962,SFLARE      
bn110809187 ,SFLARE11080918,213.6974, 38.6875,SFLARE      
bn120808311 ,SFL120808311  ,213.5942, 38.5896,SFLARE      
bn150505123 ,SFLARE15050512,159.2171,-38.5524,SFLARE      
bn150505131 ,SFLARE15050513,159.2237,-38.5462,SFLARE      
bn100210101 ,GRB100210101  , 30.9431, 41.1790,GRB         
bn110808918 ,SFLARE11080891,213.4877, 38.4886,SFLARE      
bn160628579 ,GRB160628579  , 45.4114, 11.1895,GRB         
bn110808752 ,SFLARE11080875,213.3588, 38.3658,SFLARE      
bn150505332 ,SFLARE15050533,159.3820,-38.3954,SFLARE      
bn150717795 ,GRB150717795  , 26.9683, 48.1527,GRB         
bn150505373 ,SFLARE15050537,159.4143,-38.3647,SFLARE      
bn130504991 ,SFL130504991  ,159.5157,-38.2671,SFLARE      
bn130505034 ,SFL130505034  ,159.5493,-38.2350,SFLARE      
bn110913740 ,TGF110913740  ,205.5073, 22.2335,TGF         
bn150505575 ,SFLARE15050557,159.5722,-38.2132,SFLARE      
bn150505599 ,SFLARE15050559,159.5902,-38.1959,SFLARE      
bn160724444 ,GRB160724444  ,172.3871,-29.4577,GRB         
bn160504950 ,SFLARE16050495,159.6641,-38.1248,SFLARE      
bn160807629 ,SFLARE16080762,213.0470, 38.0651,SFLARE      
bn150505922 ,SFLARE15050592,159.8413,-37.9531,SFLARE      
bn180530413 ,TGF180530413  ,190.0930, -7.7328,TGF         
bn130505490 ,SFLARE13050549,159.9038,-37.8922,SFLARE      
bn150506040 ,SFLARE15050604,159.9332,-37.8638,SFLARE      
bn120727681 ,GRB120727681  ,154.8920,-40.2506,GRB         
bn100505720 ,SFLARE10050572,160.0514,-37.7224,SFLARE      
bn160727971 ,GRB160727971  ,216.8357, 45.4337,GRB         
bn110228792 ,GRB110228792  , 31.6871, 40.6714,GRB         
bn130505834 ,SFLARE13050583,160.1687,-37.6331,SFLARE      
bn100131730 ,GRB100131730  ,205.4422, 22.7288,GRB         
bn110807587 ,SFLARE11080758,212.4664, 37.4990,SFLARE      
bn150506491 ,SFL150506491  ,160.2800,-37.5240,SFLARE      
bn120505883 ,SFLARE12050588,160.4027,-37.4023,SFLARE      
bn120505956 ,SFLARE12050595,160.4584,-37.3471,SFLARE      
bn120122300 ,GRB120122300  ,195.4004,  2.0868,GRB         
bn121103428 ,TGF121103428  , 65.8432,-21.3310,TGF         
bn150527948 ,TGF150527948  , 70.5502,-26.3113,TGF         
bn150506835 ,SFLARE15050683,160.5417,-37.2648,SFLARE      
bn150506843 ,SFLARE15050684,160.5482,-37.2584,SFLARE      
bn110220761 ,GRB110220761  ,268.5189, 77.4364,GRB         
bn081022364 ,GRB081022364  ,353.3064, 74.3266,GRB         
bn120506294 ,SFLARE12050629,160.7143,-37.0921,SFLARE      
bn120806191 ,SFLARE12080619,211.9762, 37.0109,SFLARE      
bn160216355 ,UNCERT16021635, 24.3216, 53.3842,UNCERT      
bn140506922 ,SFLARE14050692,160.8019,-37.0046,SFLARE      
bn120806029 ,SFLARE12080602,211.8554, 36.8895,SFLARE      
bn130612141 ,GRB130612141  , 38.4282, 27.7041,GRB         
bn140925412 ,UNCERT14092541,216.1511, 45.0882,UNCERT      
bn150507416 ,SFLARE15050741,160.9809,-36.8245,SFLARE      
bn120415076 ,GRB120415076  ,  8.6820, 68.2265,GRB         
bn120506738 ,SFLARE12050673,161.0489,-36.7554,SFLARE      
bn120506810 ,SFLARE12050681,161.1027,-36.7007,SFLARE      
bn110522841 ,TGF110522841  , 78.8704,-32.9422,TGF         
bn111023352 ,TGF111023352  ,  1.2333, 71.9606,TGF         
bn090424592 ,GRB090424592  ,285.4883, 79.2139,GRB         
bn150507764 ,SFLARE15050776,161.2416,-36.5601,SFLARE      
bn170422343 ,GRB170422343  ,281.2712, 78.9736,GRB         
bn140507526 ,SFLARE14050752,161.2552,-36.5460,SFLARE      
bn150507829 ,SFLARE15050782,161.2896,-36.5111,SFLARE      
bn120507141 ,SFLARE12050714,161.3501,-36.4487,SFLARE      
bn091208410 ,GRB091208410  ,144.8460,-43.1502,GRB         
bn120507292 ,SFLARE12050729,161.4623,-36.3336,SFLARE      
bn120507305 ,SFLARE12050730,161.4718,-36.3240,SFLARE      
bn160709704 ,SGR160709704  , 51.1533,  1.6157,SGR         
bn150508171 ,SFL150508171  ,161.5437,-36.2505,SFLARE      
bn110805823 ,SFLARE11080582,211.1543, 36.1739,SFLARE      
bn120507463 ,SFLARE12050746,161.5887,-36.2037,SFLARE      
bn120507595 ,SFLARE12050759,161.6864,-36.1028,SFLARE      
bn120905657 ,GRB120905657  ,100.6159,-42.9335,GRB         
bn150508506 ,SFL150508506  ,161.7905,-35.9952,SFLARE      
bn150728151 ,GRB150728151  ,196.6210,  5.6157,GRB         
bn140508417 ,SFLARE14050841,161.9132,-35.8673,SFLARE      
bn081107321 ,GRB081107321  ,167.2520,-32.3407,GRB         
bn090323002 ,GRB090323002  ,291.2262, 79.7749,GRB         
bn110804951 ,SFLARE11080495,210.5227, 35.5146,SFLARE      
bn150802207 ,GRB150802207  ,343.6097, 77.2194,GRB         
bn100508840 ,SFLARE10050884,162.2398,-35.5240,SFLARE      
bn121023616 ,TGF121023616  , 36.5870, 32.9638,TGF         
bn150509237 ,SFLARE15050923,162.3242,-35.4357,SFLARE      
bn150628857 ,LOCLPAR1506288, 50.7343,  3.0801,LOCLPAR     
bn120508545 ,SFL120508545  ,162.3797,-35.3763,SFLARE      
bn170711713 ,GRB170711713  , 46.5932, 11.4274,GRB         
bn170629508 ,LOCLPAR1706295,209.2345, 33.0100,LOCLPAR     
bn171017982 ,LOCLPAR1710179,113.7353,-45.0527,LOCLPAR     
bn130509222 ,SFLARE13050922,162.6822,-35.0543,SFLARE      
bn110804236 ,SFLARE11080423,210.0123, 34.9713,SFLARE      
bn100709602 ,GRB100709602  ,213.8640, 42.7196,GRB         
bn110804165 ,SFLARE11080416,209.9622, 34.9177,SFLARE      
bn110804156 ,SFLARE11080415,209.9557, 34.9106,SFLARE      
bn150223068 ,SGR150223068  , 52.1496,  0.8044,SGR         
bn160106948 ,GRB160106948  ,253.5758, 75.8023,GRB         
bn120509361 ,SFLARE12050936,162.9649,-34.7500,SFLARE      
bn130509678 ,SFLARE13050967,163.0085,-34.7029,SFLARE      
bn110803809 ,SFLARE11080380,209.7113, 34.6468,SFLARE      
bn100614257 ,LOCLPAR1006142,267.3489, 78.3498,LOCLPAR     
bn120509520 ,SFLARE12050952,163.0777,-34.6277,SFLARE      
bn160423066 ,GRB160423066  ,100.6787,-42.4058,GRB         
bn120509587 ,SFLARE12050958,163.1256,-34.5757,SFLARE      
bn120830702 ,GRB120830702  ,200.1984, 14.0800,GRB         
bn110803576 ,SFLARE11080357,209.5480, 34.4690,SFLARE      
bn110803564 ,SFLARE11080356,209.5393, 34.4595,SFLARE      
bn091215234 ,GRB091215234  , 48.8173,  7.5686,GRB         
bn161012214 ,GRB161012214  , 75.3434,-29.1845,GRB         
bn120509758 ,SFLARE12050975,163.2468,-34.4437,SFLARE      
bn130510033 ,SFLARE13051003,163.2596,-34.4300,SFLARE      
bn180413043 ,TRANSNT1804130, 41.0658, 24.2067,TRANSNT     
bn130510040 ,SFLARE13051004,163.2650,-34.4240,SFLARE      
bn120509867 ,SFLARE12050986,163.3235,-34.3599,SFLARE      
bn120509876 ,SFLARE12050987,163.3301,-34.3527,SFLARE      
bn110803292 ,SFLARE11080329,209.3493, 34.2515,SFLARE      
bn130522510 ,GRB130522510  ,209.8617, 35.3508,GRB         
bn180722418 ,GRB180722418  , 64.1377,-17.4953,GRB         
bn120510007 ,SFLARE12051000,163.4220,-34.2519,SFLARE      
bn120824594 ,GRB120824594  ,181.2344,-18.0958,GRB         
bn101231067 ,GRB101231067  ,296.3132, 80.4526,GRB         
bn110906302 ,GRB110906302  ,140.6946,-43.3570,GRB         
bn090629543 ,GRB090629543  ,117.0258,-45.0008,GRB         
bn120510213 ,SFLARE12051021,163.5666,-34.0927,SFLARE      
bn130510567 ,SFLARE13051056,163.6350,-34.0174,SFLARE      
bn090612619 ,GRB090612619  ,186.8821,-10.1685,GRB         
bn120510340 ,SFLARE12051034,163.6558,-33.9943,SFLARE      
bn180405571 ,TRANSNT1804055, 44.2292, 17.6786,TRANSNT     
bn160722829 ,TGF160722829  , 28.6292, 49.7477,TGF         
bn180406960 ,TRANSNT1804069, 44.1184, 17.9620,TRANSNT     
bn121210081 ,GRB121210081  ,348.6029, 77.0645,GRB         
bn100216663 ,TGF100216663  ,187.7969, -8.5566,TGF         
bn120510741 ,SFLARE12051074,163.9347,-33.6842,SFLARE      
bn120510849 ,SFLARE12051084,164.0094,-33.6007,SFLARE      
bn120511002 ,SFLARE12051100,164.1156,-33.4815,SFLARE      
bn110802167 ,SFL110802167  ,208.5738, 33.3891,SFLARE      
bn140105147 ,UNCERT14010514, 32.9021, 42.4860,UNCERT      
bn120511151 ,SFLARE12051115,164.2181,-33.3661,SFLARE      
bn141122956 ,GRB141122956  ,183.7853,-14.2360,GRB         
bn100619163 ,LOCLPAR1006191,215.1418, 46.6780,LOCLPAR     
bn140328560 ,GRB140328560  , 68.2369,-21.7729,GRB         
bn140801616 ,SFL140801616  ,208.3567, 33.1431,SFLARE      
bn110801718 ,SFLARE11080171,208.2690, 33.0440,SFLARE      
bn171002969 ,GRB171002969  ,240.1177, 72.1991,GRB         
bn141213300 ,GRB141213300  , 35.0782, 38.5122,GRB         
bn120511733 ,SFLARE12051173,164.6164,-32.9142,SFLARE      
bn090423330 ,GRB090423330  ,215.9090, 48.4649,GRB         
bn131212814 ,GRB131212814  , 45.3824, 16.1058,GRB         
bn140113624 ,GRB140113624  , 75.0489,-28.1473,GRB         
bn120512193 ,SFL120512193  ,164.9289,-32.5555,SFLARE      
bn080925775 ,GRB080925775  ,193.7079,  2.4592,GRB         
bn100125883 ,TGF100125883  , 25.2972, 56.1144,TGF         
bn091224373 ,GRB091224373  , 76.5679,-29.2268,GRB         
bn150416430 ,LOCLPAR1504164,135.2168,-43.6970,LOCLPAR     
bn130512849 ,SFLARE13051284,165.1980,-32.2436,SFLARE      
bn150513405 ,SFLARE15051340,165.2270,-32.2101,SFLARE      
bn111228657 ,GRB111228657  ,216.3249, 49.7482,GRB         
bn170705115 ,GRB170705115  ,295.8114, 81.1152,GRB         
bn170830069 ,GRB170830069  , 97.7760,-40.6494,GRB         
bn130513082 ,SFL130513082  ,165.3540,-32.0616,SFLARE      
bn130513089 ,SFLARE13051308,165.3586,-32.0561,SFLARE      
bn140513387 ,SFLARE14051338,165.3867,-32.0235,SFLARE      
bn120730585 ,SFLARE12073058,207.3402, 31.9704,SFLARE      
bn140731088 ,SFL140731088  ,207.3341, 31.9632,SFLARE      
bn150226948 ,GRB150226948  ,220.6104, 56.5895,GRB         
bn100502356 ,GRB100502356  ,207.7097, 32.8367,GRB         
bn081009140 ,GRB081009140  , 36.4548, 36.5787,GRB         
bn120513340 ,SFLARE12051334,165.6963,-31.6588,SFLARE      
bn160424403 ,TGF160424403  ,233.7222, 69.5693,TGF         
bn130513670 ,SFLARE13051367,165.7451,-31.6011,SFLARE      
bn100814351 ,GRB100814351  ,204.3437, 25.6419,GRB         
bn130513678 ,SFLARE13051367,165.7499,-31.5955,SFLARE      
bn120430980 ,GRB120430980  ,162.8786,-33.4737,GRB         
bn150514312 ,SFL150514312  ,165.8302,-31.5005,SFLARE      
bn180210517 ,GRB180210517  ,108.5678,-43.0865,GRB         
bn100719825 ,GRB100719825  , 27.6346, 53.6066,GRB         
bn130514045 ,SFLARE13051404,165.9921,-31.3073,SFLARE      
bn130514057 ,SFLARE13051405,166.0001,-31.2977,SFLARE      
bn130514067 ,SFLARE13051406,166.0061,-31.2906,SFLARE      
bn130514084 ,SFLARE13051408,166.0177,-31.2768,SFLARE      
bn120729629 ,SFLARE12072962,206.7133, 31.2277,SFLARE      
bn130514195 ,SFLARE13051419,166.0903,-31.1899,SFLARE      
bn100228873 ,GRB100228873  ,202.3115, 21.4567,GRB         
bn160514037 ,SFLARE16051403,166.1387,-31.1323,SFLARE      
bn100516396 ,GRB100516396  , 56.2743, -4.0021,GRB         
bn110730088 ,SFLARE11073008,206.5292, 31.0070,SFLARE      
bn100101988 ,GRB100101988  ,180.1935,-17.6450,GRB         
bn140220451 ,LOCLPAR1402204,192.6871,  1.6047,LOCLPAR     
bn140729685 ,SFL140729685  ,206.4178, 30.8722,SFLARE      
bn180406761 ,TRANSNT1804067, 44.8489, 18.7951,TRANSNT     
bn120514402 ,SFLARE12051440,166.3930,-30.8255,SFLARE      
bn160514482 ,SFLARE16051448,166.4285,-30.7831,SFLARE      
bn120728867 ,SFLARE12072886,206.2216, 30.6347,SFLARE      
bn110729511 ,SFLARE11072951,206.1571, 30.5566,SFLARE      
bn130515065 ,SFLARE13051506,166.6565,-30.5056,SFLARE      
bn130515072 ,SFLARE13051507,166.6611,-30.4999,SFLARE      
bn130515079 ,SFLARE13051507,166.6658,-30.4942,SFLARE      
bn140729091 ,SFLARE14072909,206.0371, 30.4098,SFLARE      
bn150110433 ,GRB150110433  , 17.6956, 66.3579,GRB         
bn140620586 ,TGF140620586  , 61.4915,-11.6975,TGF         
bn180116026 ,GRB180116026  , 16.4500, 67.5345,GRB         
bn110101344 ,TGF110101344  ,150.6869,-38.9508,TGF         
bn140105748 ,GRB140105748  , 38.1508, 34.6870,GRB         
bn170816599 ,GRB170816599  , 96.4109,-39.3249,GRB         
bn170821265 ,GRB170821265  , 38.2340, 34.7325,GRB         
bn110728099 ,SFL110728099  ,205.2627, 29.4519,SFLARE      
bn120516378 ,SFLARE12051637,167.6570,-29.2660,SFLARE      
bn150918289 ,TGF150918289  ,176.7418,-20.8181,TGF         
bn130109206 ,GRB130109206  ,128.9033,-43.4187,GRB         
bn130516902 ,SFLARE13051690,167.8256,-29.0536,SFLARE      
bn150131951 ,GRB150131951  ,174.2577,-23.3365,GRB         
bn150213940 ,TGF150213940  , 38.8359, 33.9363,TGF         
bn150914103 ,UNCERT15091410,134.1418,-42.7630,UNCERT      
bn130517370 ,SFL130517370  ,168.1176,-28.6827,SFLARE      
bn130517377 ,SFL130517377  ,168.1220,-28.6773,SFLARE      
bn140706303 ,UNCERT14070630,194.4829,  6.5737,UNCERT      
bn110622158 ,GRB110622158  ,207.6654, 35.8287,GRB         
bn130725945 ,SFLARE13072594,204.2322, 28.1409,SFLARE      
bn100717446 ,GRB100717446  , 60.3315, -8.8765,GRB         
bn090522344 ,GRB090522344  , 48.4161, 13.2004,GRB         
bn150301312 ,SGR150301312  , 55.6510, -0.9715,SGR         
bn100604105 ,TGF100604105  ,172.8119,-24.1679,TGF         
bn170616165 ,GRB170616165  ,164.0447,-31.2571,GRB         
bn140725292 ,SFLARE14072529,203.6805, 27.4223,SFLARE      
bn150201040 ,GRB150201040  ,113.6724,-42.6012,GRB         
bn141118678 ,GRB141118678  ,218.4440, 57.3992,GRB         
bn100527795 ,GRB100527795  , 26.9963, 58.0869,GRB         
bn180412448 ,TRANSNT1804124, 52.8409,  4.6472,TRANSNT     
bn100301223 ,GRB100301223  ,353.2969, 78.9956,GRB         
bn150724746 ,SFLARE15072474,203.1998, 26.7866,SFLARE      
bn170702203 ,TGF170702203  ,121.6567,-42.9452,TGF         
bn180525151 ,GRB180525151  ,195.2246,  9.3067,GRB         
