trigger_name,name          ,lii     ,bii     ,trigger_type
bn120403857 ,GRB120403857  ,302.1752,-27.8569,GRB         
bn140912846 ,TGF140912846  ,302.3060,-28.0394,TGF         
bn120227725 ,GRB120227725  ,304.0768,-26.6216,GRB         
bn140630748 ,TGF140630748  ,301.3748,-26.4425,TGF         
bn141205018 ,GRB141205018  ,305.6055,-27.5957,GRB         
bn180630467 ,GRB180630467  ,301.2310,-29.1553,GRB         
bn170116238 ,GRB170116238  ,300.4000,-28.3874,GRB         
bn170909434 ,TGF170909434  ,301.0733,-29.8020,TGF         
bn100911473 ,TGF100911473  ,301.8748,-23.9343,TGF         
bn091026550 ,GRB091026550  ,307.2567,-26.6363,GRB         
bn150312403 ,GRB150312403  ,307.4271,-27.2402,GRB         
bn110520302 ,GRB110520302  ,298.9708,-29.2201,GRB         
bn121216419 ,GRB121216419  ,302.8366,-31.6875,GRB         
bn180724548 ,TGF180724548  ,298.7364,-24.0664,TGF         
bn160928471 ,LOCLPAR1609284,308.4159,-26.3992,LOCLPAR     
bn170416538 ,UNRELOC1704165,308.6440,-29.3502,UNCERT      
bn150419830 ,LOCLPAR1504198,306.3804,-22.1484,LOCLPAR     
bn121122832 ,LOCLPAR1211228,296.3417,-26.0844,LOCLPAR     
bn161210854 ,LOCLPAR1612108,296.2067,-27.7484,LOCLPAR     
bn130820401 ,TGF130820401  ,299.5670,-32.5426,TGF         
bn180513556 ,LOCLPAR1805135,300.5426,-21.1460,LOCLPAR     
bn101227195 ,GRB101227195  ,302.2043,-20.7126,GRB         
bn150909777 ,LOCLPAR1509097,301.2926,-33.9848,LOCLPAR     
bn110222659 ,UNCERT11022265,310.7748,-26.4454,UNCERT      
bn141021735 ,LOCLPAR1410217,308.6919,-32.0699,LOCLPAR     
bn140804347 ,TGF140804347  ,302.4653,-34.2503,TGF         
bn160326062 ,GRB160326062  ,302.2956,-19.8415,GRB         
bn160417486 ,LOCLPAR1604174,310.8531,-29.6760,LOCLPAR     
bn140704063 ,UNCERT14070406,302.6645,-34.6080,UNCERT      
bn160308812 ,DISTPAR1603088,296.6624,-21.9509,DISTPAR     
bn180417162 ,TGF180417162  ,311.2636,-24.3511,TGF         
bn170915837 ,LOCLPAR1709158,294.9953,-31.6015,LOCLPAR     
bn150829016 ,LOCLPAR1508290,302.6541,-18.4320,LOCLPAR     
bn101116481 ,GRB101116481  ,299.4039,-35.3974,GRB         
bn110926855 ,LOCLPAR1109268,307.5634,-35.1560,LOCLPAR     
bn130701943 ,LOCLPAR1307019,311.9647,-31.3806,LOCLPAR     
bn160311670 ,TGF160311670  ,294.3753,-22.1734,TGF         
bn150730606 ,LOCLPAR1507306,313.3717,-27.7475,LOCLPAR     
bn130210206 ,LOCLPAR1302102,312.0742,-31.9935,LOCLPAR     
bn150417845 ,LOCLPAR1504178,303.8138,-17.7803,LOCLPAR     
bn111121424 ,TGF111121424  ,313.3314,-25.6304,TGF         
bn150501596 ,LOCLPAR1505015,305.9108,-18.1033,LOCLPAR     
bn170130697 ,GRB170130697  ,313.5556,-28.9608,GRB         
bn110205027 ,GRB110205027  ,305.6188,-36.4127,GRB         
bn161014981 ,TGF161014981  ,305.4612,-17.6961,TGF         
bn110825265 ,GRB110825265  ,311.8442,-21.7660,GRB         
bn160919613 ,GRB160919613  ,313.1964,-23.9433,GRB         
bn120605851 ,TGF120605851  ,293.2939,-32.3014,TGF         
bn120830212 ,GRB120830212  ,309.8960,-35.1152,GRB         
bn161029876 ,LOCLPAR1610298,301.3837,-37.0759,LOCLPAR     
bn140323433 ,GRB140323433  ,306.3699,-36.7950,GRB         
bn140613559 ,LOCLPAR1406135,310.5710,-19.8005,LOCLPAR     
bn150918635 ,LOCLPAR1509186,312.1293,-21.0925,LOCLPAR     
bn150801590 ,LOCLPAR1508015,313.9913,-31.1796,LOCLPAR     
bn110929909 ,LOCLPAR1109299,291.0936,-28.7922,LOCLPAR     
bn170330496 ,LOCLPAR1703304,304.1720,-37.6767,LOCLPAR     
bn120312139 ,TGF120312139  ,303.1959,-16.5144,TGF         
bn131015741 ,LOCLPAR1310157,314.5624,-30.7623,LOCLPAR     
bn170207573 ,LOCLPAR1702075,292.7333,-21.5764,LOCLPAR     
bn170908175 ,LOCLPAR1709081,304.9879,-37.8734,LOCLPAR     
bn100325246 ,GRB100325246  ,306.1035,-16.6314,GRB         
bn180814995 ,TGF180814995  ,304.9714,-16.3427,TGF         
bn090305784 ,UNCERT09030578,293.7719,-20.0395,UNCERT      
bn100507577 ,GRB100507577  ,305.3277,-37.9323,GRB         
bn161221750 ,LOCLPAR1612217,290.9434,-30.4003,LOCLPAR     
bn150420754 ,LOCLPAR1504207,296.4269,-17.6536,LOCLPAR     
bn130606490 ,LOCLPAR1306064,291.1946,-23.4385,LOCLPAR     
bn110702686 ,DISTPAR1107026,304.5561,-15.8957,DISTPAR     
bn100927599 ,TGF100927599  ,296.1726,-36.9350,TGF         
bn150426706 ,LOCLPAR1504267,291.0895,-23.1802,LOCLPAR     
bn160312874 ,LOCLPAR1603128,303.5245,-15.5413,LOCLPAR     
bn171206122 ,GRB171206122  ,303.8195,-38.9049,GRB         
bn101230452 ,TGF101230452  ,307.6591,-38.5098,TGF         
bn140518709 ,GRB140518709  ,312.9219,-19.1752,GRB         
bn130623488 ,GRB130623488  ,300.7906,-39.2132,GRB         
bn170316801 ,TGF170316801  ,289.2938,-25.8514,TGF         
bn150914667 ,LOCLPAR1509146,311.8737,-18.0208,LOCLPAR     
bn140603720 ,TGF140603720  ,314.9494,-34.1495,TGF         
bn120809447 ,TGF120809447  ,308.2038,-15.4296,TGF         
bn141004150 ,GRB141004150  ,298.0198,-39.1498,GRB         
bn150413702 ,TGF150413702  ,306.0166,-39.5836,TGF         
bn101024486 ,GRB101024486  ,290.5468,-34.1293,GRB         
bn150623329 ,LOCLPAR1506233,288.6297,-26.5607,LOCLPAR     
bn140729533 ,LOCLPAR1407295,313.1212,-18.4179,LOCLPAR     
bn160501904 ,TGF160501904  ,288.8152,-30.7662,TGF         
bn180622923 ,TGF180622923  ,311.0963,-38.0367,TGF         
bn130510430 ,TGF130510430  ,317.4477,-26.8182,TGF         
bn091211599 ,TGF091211599  ,314.2464,-19.2792,TGF         
bn110716018 ,GRB110716018  ,313.9442,-36.1906,GRB         
bn161213977 ,TGF161213977  ,294.4704,-16.7111,TGF         
bn150920977 ,LOCLPAR1509209,300.7787,-14.1495,LOCLPAR     
bn130816531 ,LOCLPAR1308165,289.3793,-33.2873,LOCLPAR     
bn130816603 ,LOCLPAR1308166,289.3793,-33.2873,LOCLPAR     
bn110819665 ,GRB110819665  ,291.6410,-18.7200,GRB         
bn090810659 ,GRB090810659  ,297.2760,-14.5907,GRB         
bn180622273 ,GRB180622273  ,305.0298,-13.6702,GRB         
bn160406570 ,GRB160406570  ,306.6807,-13.9551,GRB         
bn120602615 ,TGF120602615  ,301.7134,-13.5258,TGF         
bn131128714 ,TGF131128714  ,314.1370,-37.0585,TGF         
bn150503581 ,LOCLPAR1505035,310.3954,-15.2772,LOCLPAR     
bn130804023 ,GRB130804023  ,318.3067,-25.6079,GRB         
bn160902121 ,TGF160902121  ,304.6597,-12.9368,TGF         
bn161020759 ,GRB161020759  ,288.9029,-35.0153,GRB         
bn120114433 ,GRB120114433  ,317.4796,-21.5668,GRB         
bn170121067 ,GRB170121067  ,306.1652,-41.2605,GRB         
bn170930003 ,LOCLPAR1709300,318.9507,-25.6430,LOCLPAR     
bn121206588 ,TGF121206588  ,302.2739,-12.7081,TGF         
bn170124874 ,GRB170124874  ,319.0934,-25.9951,GRB         
bn151221690 ,LOCLPAR1512216,307.2768,-41.2156,LOCLPAR     
bn151223013 ,LOCLPAR1512230,302.6436,-41.6763,LOCLPAR     
bn180220385 ,TGF180220385  ,302.4753,-12.4512,TGF         
bn141022087 ,GRB141022087  ,287.5767,-22.0850,GRB         
bn180614327 ,GRB180614327  ,291.0292,-38.0915,GRB         
bn150827952 ,LOCLPAR1508279,286.4084,-30.3922,LOCLPAR     
bn100112418 ,GRB100112418  ,314.2999,-16.5828,GRB         
bn150806450 ,LOCLPAR1508064,314.4949,-16.7138,LOCLPAR     
bn150908716 ,LOCLPAR1509087,319.0892,-23.2932,LOCLPAR     
bn120404701 ,LOCLPAR1204047,286.8002,-23.1689,LOCLPAR     
bn121116459 ,GRB121116459  ,299.7379,-12.2162,GRB         
bn150319666 ,LOCLPAR1503196,287.2899,-34.3042,LOCLPAR     
bn150925345 ,UNCERT15092534,313.7065,-15.5561,UNCERT      
bn110212550 ,GRB110212550  ,319.3059,-33.5579,GRB         
bn160810953 ,LOCLPAR1608109,304.2194,-11.5585,LOCLPAR     
bn160306969 ,LOCLPAR1603069,320.6210,-28.8517,LOCLPAR     
bn101206347 ,TGF101206347  ,301.7113,-42.8136,TGF         
bn161012637 ,GRB161012637  ,294.3343,-13.6153,GRB         
bn140515334 ,TGF140515334  ,286.6538,-21.7900,TGF         
bn141221897 ,GRB141221897  ,287.4821,-20.0919,GRB         
bn150602840 ,GRB150602840  ,320.7306,-27.9263,GRB         
bn171113741 ,TGF171113741  ,308.0568,-42.3828,TGF         
bn110625403 ,TGF110625403  ,287.5834,-19.6426,TGF         
bn151229987 ,DISTPAR1512299,294.5592,-41.5425,DISTPAR     
bn080714425 ,GRB080714425  ,301.4280,-11.1909,GRB         
bn150416923 ,LOCLPAR1504169,299.3613,-11.4840,LOCLPAR     
bn091117080 ,GRB091117080  ,316.4106,-16.9994,GRB         
bn150417683 ,LOCLPAR1504176,311.4454,-13.1362,LOCLPAR     
bn151224997 ,LOCLPAR1512249,284.7814,-27.2686,LOCLPAR     
bn150519265 ,LOCLPAR1505192,321.1272,-29.8061,LOCLPAR     
bn170930494 ,LOCLPAR1709304,320.1990,-22.8774,LOCLPAR     
bn150625242 ,TGF150625242  ,284.8016,-30.4744,TGF         
bn110517453 ,GRB110517453  ,321.1881,-29.6535,GRB         
bn170304003 ,GRB170304003  ,316.8524,-38.4408,GRB         
bn150424918 ,UNCERT15042491,315.4544,-15.6809,UNCERT      
bn160506539 ,LOCLPAR1605065,285.1910,-23.8159,LOCLPAR     
bn140213237 ,LOCLPAR1402132,317.8154,-37.6446,LOCLPAR     
bn140712973 ,GRB140712973  ,284.7752,-31.3831,GRB         
bn150622546 ,LOCLPAR1506225,318.6551,-19.2925,LOCLPAR     
bn120827591 ,LOCLPAR1208275,321.5162,-29.0437,LOCLPAR     
bn090304216 ,GRB090304216  ,303.8151,-10.5491,GRB         
bn100610558 ,LOCLPAR1006105,293.7040,-41.9124,LOCLPAR     
bn151026523 ,GRB151026523  ,284.5865,-24.6213,GRB         
bn160625230 ,GRB160625230  ,320.3093,-34.8373,GRB         
bn170911787 ,UNCERT17091178,296.8542,-43.1895,UNCERT      
bn100604287 ,GRB100604287  ,317.3443,-16.8876,GRB         
bn140213807 ,GRB140213807  ,284.2485,-25.1981,GRB         
bn090922605 ,GRB090922605  ,293.2146,-42.0694,GRB         
bn160920610 ,LOCLPAR1609206,314.1069,-13.7918,LOCLPAR     
bn090513941 ,GRB090513941  ,283.7172,-26.9353,GRB         
bn170623628 ,LOCLPAR1706236,318.6118,-17.9156,LOCLPAR     
bn130425327 ,GRB130425327  ,300.9101,-44.2009,GRB         
bn160325291 ,GRB160325291  ,301.7696,-44.4063,GRB         
bn150106966 ,LOCLPAR1501069,302.6482, -9.8203,LOCLPAR     
bn150618579 ,LOCLPAR1506185,293.2182,-12.2097,LOCLPAR     
bn091102607 ,GRB091102607  ,284.5282,-34.7206,GRB         
bn120309330 ,LOCLPAR1203093,319.1574,-38.1546,LOCLPAR     
bn120811712 ,UNCERT12081171,322.6260,-26.5274,UNCERT      
bn111119856 ,TGF111119856  ,320.7824,-20.5025,TGF         
bn100926595 ,GRB100926595  ,311.8042,-11.5702,GRB         
bn111121780 ,TGF111121780  ,308.8804,-10.2870,TGF         
bn090120627 ,GRB090120627  ,292.6879,-42.8628,GRB         
bn141022061 ,GRB141022061  ,316.7988,-14.7708,GRB         
bn120827282 ,TGF120827282  ,318.3013,-39.6568,TGF         
bn130605526 ,LOCLPAR1306055,289.7800,-13.9483,LOCLPAR     
bn170113420 ,GRB170113420  ,285.6978,-37.9543,GRB         
bn120827216 ,GRB120827216  ,312.0137,-11.1586,GRB         
bn100517639 ,GRB100517639  ,287.7850,-40.2329,GRB         
bn090802666 ,GRB090802666  ,321.7279,-20.9225,GRB         
bn110618366 ,GRB110618366  ,297.8794, -9.4489,GRB         
bn110212898 ,TGF110212898  ,294.6830,-44.2370,TGF         
bn150922529 ,LOCLPAR1509225,297.5180, -9.5048,LOCLPAR     
bn090516137 ,GRB090516137  ,284.4899,-19.8637,GRB         
bn170308210 ,LOCLPAR1703082,323.7726,-27.7740,LOCLPAR     
bn111126752 ,TGF111126752  ,309.8908,-44.9279,TGF         
bn141122178 ,LOCLPAR1411221,284.1501,-19.8992,LOCLPAR     
bn100405617 ,LOCLPAR1004056,290.7673,-12.2673,LOCLPAR     
bn130320560 ,GRB130320560  ,303.8019, -8.4054,GRB         
bn161125295 ,LOCLPAR1611252,295.8705, -9.5714,LOCLPAR     
bn170717676 ,TGF170717676  ,313.0651,-10.8874,TGF         
bn120708971 ,TGF120708971  ,281.5907,-28.5409,TGF         
bn120711115 ,GRB120711115  ,281.4865,-28.1847,GRB         
bn170130027 ,TGF170130027  ,281.4757,-29.0441,TGF         
bn110929614 ,TGF110929614  ,281.9194,-32.7430,TGF         
bn090927422 ,GRB090927422  ,315.4207,-43.2349,GRB         
bn110928729 ,TGF110928729  ,300.9230, -8.1401,TGF         
bn161222707 ,LOCLPAR1612227,282.7612,-35.4789,LOCLPAR     
bn171124565 ,TGF171124565  ,290.4834,-11.9743,TGF         
bn160622507 ,LOCLPAR1606225,281.7143,-24.8559,LOCLPAR     
bn171205170 ,LOCLPAR1712051,282.0566,-23.3464,LOCLPAR     
bn110918187 ,TGF110918187  ,281.3621,-26.0159,TGF         
bn180801492 ,GRB180801492  ,307.4401,-46.1149,GRB         
bn171212434 ,GRB171212434  ,291.0263,-43.9682,GRB         
bn140616165 ,GRB140616165  ,281.3873,-24.7763,GRB         
bn090606471 ,GRB090606471  ,288.6844,-12.8870,GRB         
bn130505955 ,GRB130505955  ,315.6428,-43.7483,GRB         
bn170509445 ,TGF170509445  ,290.4943,-11.4556,TGF         
bn150224957 ,LOCLPAR1502249,291.2324,-10.9316,LOCLPAR     
bn120818925 ,TGF120818925  ,283.8750,-18.3728,TGF         
bn150713123 ,LOCLPAR1507131,321.1519,-39.8554,LOCLPAR     
bn171020813 ,GRB171020813  ,316.2752,-11.7436,GRB         
bn150725291 ,LOCLPAR1507252,317.8345,-42.9533,LOCLPAR     
bn170303182 ,LOCLPAR1703031,311.6234, -8.9311,LOCLPAR     
bn131017410 ,TGF131017410  ,280.6698,-25.5740,TGF         
bn080717543 ,GRB080717543  ,288.4507,-12.4365,GRB         
bn100429999 ,GRB100429999  ,280.3152,-30.0639,GRB         
bn180630335 ,GRB180630335  ,284.9764,-15.9451,GRB         
bn120107384 ,GRB120107384  ,319.4796,-14.2882,GRB         
bn161104977 ,TGF161104977  ,295.9783, -8.1557,TGF         
bn170421123 ,LOCLPAR1704211,319.1398,-13.8673,LOCLPAR     
bn080905570 ,GRB080905570  ,280.1796,-27.3771,GRB         
bn150622899 ,LOCLPAR1506228,294.5953, -8.4788,LOCLPAR     
bn131204937 ,GRB131204937  ,325.0460,-34.5443,GRB         
bn180421202 ,LOCLPAR1804212,325.2393,-23.9465,LOCLPAR     
bn130327350 ,GRB130327350  ,311.6058, -8.3559,GRB         
bn150714960 ,TGF150714960  ,284.0151,-40.4042,TGF         
bn090725838 ,GRB090725838  ,325.6603,-24.9451,GRB         
bn140322424 ,GRB140322424  ,320.7679,-15.0011,GRB         
bn100928901 ,TGF100928901  ,318.8315,-12.9060,TGF         
bn150902733 ,GRB150902733  ,310.6132, -7.8162,GRB         
bn151108513 ,LOCLPAR1511085,302.2548,-47.7715,LOCLPAR     
bn170625692 ,GRB170625692  ,280.2903,-23.9328,GRB         
bn180804931 ,GRB180804931  ,280.5220,-23.0181,GRB         
bn140110411 ,GRB140110411  ,285.8500,-42.4754,GRB         
bn171119681 ,TGF171119681  ,313.1438,-46.3508,TGF         
bn130218261 ,GRB130218261  ,281.1190,-36.9624,GRB         
bn150114904 ,LOCLPAR1501149,280.1700,-23.1327,LOCLPAR     
bn121012241 ,TGF121012241  ,279.2971,-30.8757,TGF         
bn130420422 ,GRB130420422  ,281.2148,-20.3435,GRB         
bn081226044 ,GRB081226044  ,281.7300,-19.2107,GRB         
bn150715935 ,LOCLPAR1507159,326.2147,-24.9626,LOCLPAR     
bn171024977 ,GRB171024977  ,309.2486, -6.9096,GRB         
bn090411838 ,GRB090411838  ,290.2758, -9.7333,GRB         
bn180804765 ,GRB180804765  ,285.6898,-13.4998,GRB         
bn101025194 ,LOCLPAR1010251,279.1212,-27.0502,LOCLPAR     
bn160317664 ,LOCLPAR1603176,285.1853,-42.6129,LOCLPAR     
bn170424681 ,TGF170424681  ,304.8352, -6.0058,TGF         
bn100313715 ,UNCERT10031371,311.1857,-47.4039,UNCERT      
bn141026627 ,LOCLPAR1410266,326.4118,-23.9956,LOCLPAR     
bn150209374 ,TGF150209374  ,327.0106,-27.0926,TGF         
bn110313217 ,LOCLPAR1103132,318.4156,-11.3895,LOCLPAR     
bn130604601 ,LOCLPAR1306046,323.6335,-17.2543,LOCLPAR     
bn160711992 ,TGF160711992  ,283.7871,-14.9357,TGF         
bn100501128 ,TGF100501128  ,284.7868,-43.1635,TGF         
bn130202274 ,TGF130202274  ,282.8526,-15.8934,TGF         
bn170908192 ,LOCLPAR1709081,324.3201,-17.8011,LOCLPAR     
bn100713481 ,TGF100713481  ,317.3882,-45.6953,TGF         
bn180803034 ,UNCERT18080303,315.9842,-46.3901,UNCERT      
bn160716144 ,GRB160716144  ,301.7123, -5.1990,GRB         
bn130321926 ,TGF130321926  ,310.1949, -6.1011,TGF         
bn090719063 ,GRB090719063  ,319.1665,-45.0783,GRB         
bn160608977 ,TGF160608977  ,322.2588,-14.1883,TGF         
bn101002507 ,TGF101002507  ,287.9513,-46.0254,TGF         
bn170619358 ,TGF170619358  ,290.3512, -8.1986,TGF         
bn150705163 ,LOCLPAR1507051,321.8292,-43.5000,LOCLPAR     
bn100605774 ,GRB100605774  ,326.7574,-21.4700,GRB         
bn110316139 ,GRB110316139  ,285.5446,-44.7044,GRB         
bn151022892 ,UNCERT15102289,284.7994,-44.1843,UNCERT      
bn160416989 ,LOCLPAR1604169,323.6953,-15.5983,LOCLPAR     
bn130415857 ,TGF130415857  ,289.0901,-46.7716,TGF         
bn150913606 ,LOCLPAR1509136,316.1820, -8.4667,LOCLPAR     
bn130204258 ,TGF130204258  ,283.2315,-14.0542,TGF         
bn081006604 ,GRB081006604  ,285.2019,-11.8341,GRB         
bn090524346 ,GRB090524346  ,323.7412,-42.0390,GRB         
bn150404733 ,GRB150404733  ,292.8206, -6.6392,GRB         
bn110807016 ,LOCLPAR1108070,323.4787,-42.4865,LOCLPAR     
bn100417393 ,DISTPAR1004173,278.4437,-36.5479,DISTPAR     
bn160322317 ,TGF160322317  ,327.5125,-36.3069,TGF         
bn140226794 ,TGF140226794  ,277.6528,-34.1443,TGF         
bn101128617 ,TGF101128617  ,282.4138,-42.7408,TGF         
bn180723133 ,GRB180723133  ,281.9537,-15.2117,GRB         
bn100719311 ,GRB100719311  ,328.4735,-33.3496,GRB         
bn090819607 ,GRB090819607  ,284.1856,-44.3682,GRB         
bn180703876 ,GRB180703876  ,306.7400,-49.8409,GRB         
bn110818474 ,TGF110818474  ,325.6203,-17.6190,TGF         
bn110911071 ,GRB110911071  ,324.7050,-16.0554,GRB         
bn151015495 ,LOCLPAR1510154,281.2744,-15.7960,LOCLPAR     
bn131118958 ,GRB131118958  ,316.1748,-47.8612,GRB         
bn150603062 ,TGF150603062  ,306.9425,-50.1073,TGF         
bn170323775 ,GRB170323775  ,316.7065,-47.6659,GRB         
bn170317705 ,UNCERT17031770,276.6418,-29.5023,UNCERT      
bn101219539 ,TGF101219539  ,320.2087,-10.5181,TGF         
bn120728877 ,UNCERT12072887,287.6087,-47.0157,UNCERT      
bn091201074 ,LOCLPAR0912010,328.4542,-23.5557,LOCLPAR     
bn161102468 ,TGF161102468  ,328.1108,-22.4161,TGF         
bn111107035 ,GRB111107035  ,281.2891,-15.0316,GRB         
bn140902738 ,TGF140902738  ,329.6046,-28.4909,TGF         
bn151003729 ,GRB151003729  ,279.8085,-41.2119,GRB         
bn090926181 ,GRB090926181  ,314.6944,-48.9886,GRB         
bn170111256 ,LOCLPAR1701112,302.4437, -3.3661,LOCLPAR     
bn150628767 ,GRB150628767  ,318.1195,-47.7860,GRB         
bn120919816 ,GRB120919816  ,329.7210,-32.9602,GRB         
bn180723757 ,GRB180723757  ,306.1522,-50.8925,GRB         
bn130412908 ,TGF130412908  ,327.0234,-17.8331,TGF         
bn130702936 ,TGF130702936  ,328.0259,-19.9022,TGF         
bn151120585 ,TGF151120585  ,276.9236,-22.3039,TGF         
bn101011707 ,GRB101011707  ,283.2164,-45.4235,GRB         
bn100305806 ,TGF100305806  ,284.9423,-46.6822,TGF         
bn111027597 ,TGF111027597  ,275.5464,-30.2389,TGF         
bn100826543 ,TGF100826543  ,296.8088,-50.8936,TGF         
bn090625560 ,GRB090625560  ,309.7849,-50.7802,GRB         
bn100630023 ,DISTPAR1006300,305.7031,-51.2705,DISTPAR     
bn160303971 ,GRB160303971  ,330.3585,-32.4733,GRB         
bn120426090 ,GRB120426090  ,277.0069,-21.0975,GRB         
bn120807881 ,DISTPAR1208078,310.7915,-50.7670,DISTPAR     
bn130727698 ,GRB130727698  ,325.4254,-43.5245,GRB         
bn090813215 ,TGF090813215  ,276.9087,-20.8170,TGF         
bn101023951 ,GRB101023951  ,328.8897,-38.8844,GRB         
bn170827818 ,GRB170827818  ,282.4727,-45.6229,GRB         
bn121117753 ,TGF121117753  ,275.0714,-31.8181,TGF         
bn161105417 ,GRB161105417  ,323.8405,-11.9748,GRB         
bn170210116 ,GRB170210116  ,316.3273, -5.7419,GRB         
bn090602564 ,GRB090602564  ,323.9052,-11.7474,GRB         
bn090924625 ,GRB090924625  ,276.1773,-38.2242,GRB         
bn180528371 ,GRB180528371  ,330.7295,-25.1635,GRB         
bn110411629 ,GRB110411629  ,310.2224, -3.1104,GRB         
bn150826557 ,GRB150826557  ,329.4267,-39.0410,GRB         
bn160902479 ,LOCLPAR1609024,277.7558,-41.5556,LOCLPAR     
bn120921877 ,GRB120921877  ,274.5296,-27.0670,GRB         
bn170126480 ,GRB170126480  ,327.7896,-16.7074,GRB         
bn090711850 ,GRB090711850  ,282.5712,-10.6697,GRB         
bn091017985 ,GRB091017985  ,311.9619, -3.3896,GRB         
bn180113418 ,GRB180113418  ,295.2503, -2.9613,GRB         
bn130901904 ,TGF130901904  ,304.9200,-52.3676,TGF         
bn110906986 ,TGF110906986  ,328.0628,-42.0176,TGF         
bn141116877 ,TGF141116877  ,274.4406,-33.9968,TGF         
bn081225257 ,GRB081225257  ,319.4904, -7.1722,GRB         
bn101213849 ,GRB101213849  ,327.4298,-15.6006,GRB         
bn120114380 ,TGF120114380  ,330.2028,-21.2665,TGF         
bn170908247 ,LOCLPAR1709082,293.2138, -3.3815,LOCLPAR     
bn160114314 ,UNCERT16011431,323.2297,-47.1059,UNCERT      
bn130131117 ,UNCERT13013111,283.6664, -9.0846,UNCERT      
bn090830768 ,LOCLPAR0908307,274.6492,-23.9157,LOCLPAR     
bn150805445 ,GRB150805445  ,274.0019,-27.2987,GRB         
bn180103442 ,TGF180103442  ,274.0701,-26.6921,TGF         
bn151210778 ,TGF151210778  ,315.8736, -4.5319,TGF         
bn180302863 ,TGF180302863  ,274.2815,-35.7130,TGF         
bn140612294 ,GRB140612294  ,329.1688,-17.8485,GRB         
bn151117442 ,GRB151117442  ,298.0421,-52.7700,GRB         
bn150204272 ,GRB150204272  ,289.2382, -4.6967,GRB         
bn110818860 ,GRB110818860  ,330.7082,-39.1072,GRB         
bn150702707 ,TGF150702707  ,302.0850,-53.1539,TGF         
bn170127067 ,GRB170127067  ,323.9208,-47.3537,GRB         
bn140715983 ,TGF140715983  ,274.4415,-37.4342,TGF         
bn161226014 ,LOCLPAR1612260,293.5458,-52.2265,LOCLPAR     
bn140508179 ,GRB140508179  ,318.2686,-50.6054,GRB         
bn170316973 ,TGF170316973  ,324.6780,-47.0505,TGF         
bn100530292 ,UNCERT10053029,295.8395, -1.7570,UNCERT      
bn100530345 ,DISTPAR1005303,295.8395, -1.7570,DISTPAR     
bn120614887 ,UNRELOC1206148,292.3545, -2.8543,UNCERT      
bn160519606 ,TGF160519606  ,304.6800, -0.8318,TGF         
bn150923525 ,LOCLPAR1509235,273.5621,-35.6772,LOCLPAR     
bn151104733 ,TGF151104733  ,277.6054,-44.1209,TGF         
bn140816046 ,UNCERT14081604,322.0865,-49.5684,UNCERT      
bn130523198 ,GRB130523198  ,284.4928,-50.0722,GRB         
bn180727594 ,GRB180727594  ,321.1475,-50.2096,GRB         
bn140325760 ,TGF140325760  ,303.3774,-54.0930,TGF         
bn100207843 ,TGF100207843  ,272.6455,-34.9454,TGF         
bn131105087 ,GRB131105087  ,273.4853,-38.2840,GRB         
bn100223288 ,TGF100223288  ,272.2758,-28.0248,TGF         
bn131030653 ,GRB131030653  ,275.2580,-42.4262,GRB         
bn151207404 ,TGF151207404  ,307.1337, -0.2296,TGF         
bn120822711 ,TGF120822711  ,273.1268,-23.1202,TGF         
bn180602938 ,GRB180602938  ,272.0144,-31.5480,GRB         
bn150403913 ,GRB150403913  ,333.1533,-36.9290,GRB         
bn150608698 ,DISTPAR1506086,273.1472,-22.7301,DISTPAR     
bn180510906 ,TGF180510906  ,276.1599,-44.0291,TGF         
bn110405618 ,TGF110405618  ,329.6518,-44.1298,TGF         
bn140422194 ,GRB140422194  ,290.3178, -2.5558,GRB         
bn150201986 ,LOCLPAR1502019,304.0746,-54.4987,LOCLPAR     
bn081204004 ,GRB081204004  ,274.5435,-41.7343,GRB         
bn080905705 ,GRB080905705  ,334.0189,-32.4861,GRB         
bn141214588 ,TGF141214588  ,321.8397, -6.3362,TGF         
bn141016897 ,GRB141016897  ,315.7145, -2.4911,GRB         
bn090717034 ,GRB090717034  ,271.7582,-28.6183,GRB         
bn131120031 ,UNCERT13112003,332.6372,-21.7013,UNCERT      
bn100719325 ,LOCLPAR1007193,333.4984,-37.0505,LOCLPAR     
bn160616436 ,UNCERT16061643,292.0140, -1.5554,UNCERT      
bn121217313 ,GRB121217313  ,285.8336, -4.7968,GRB         
bn150103445 ,TGF150103445  ,287.2642, -3.8783,TGF         
bn110521478 ,GRB110521478  ,275.8277,-44.2381,GRB         
bn111003465 ,GRB111003465  ,332.6064,-21.0922,GRB         
bn180625941 ,GRB180625941  ,283.9535,-50.7700,GRB         
bn170906485 ,GRB170906485  ,286.5091,-51.9510,GRB         
bn110929187 ,GRB110929187  ,334.0963,-26.2277,GRB         
bn110709981 ,TGF110709981  ,281.1034, -8.5140,TGF         
bn160927979 ,LOCLPAR1609279,334.6120,-30.7965,LOCLPAR     
bn160906115 ,LOCLPAR1609061,310.3515, -0.1755,LOCLPAR     
bn141111819 ,TGF141111819  ,281.5147, -7.9955,TGF         
bn160528276 ,GRB160528276  ,274.0233,-18.6037,GRB         
bn171004857 ,GRB171004857  ,292.1064,-53.8513,GRB         
bn170813344 ,UNCERT17081334,276.6951,-45.7583,UNCERT      
bn150802127 ,GRB150802127  ,284.8439, -5.1624,GRB         
bn130406288 ,GRB130406288  ,287.2749, -3.5218,GRB         
